회사명,종목코드,상장(예정)일,상장방식,발행주식수,액면가,발행사유
아나패스,123860,2020-10-20,추가상장,"253,012",500,국내사모 전환사채 전환
파인텍,131760,2020-10-20,추가상장,"1,017",500,국내공모 신주인수권부사채 신주인수권 행사
맥스로텍,141070,2020-10-20,추가상장,"931,871",500,국내공모 신주인수권부사채 신주인수권 행사
세미콘라이트,214310,2020-10-20,추가상장,"1,470,588",500,유상증자(일반공모)
이엑스티,226360,2020-10-20,추가상장,"2,098,195",100,국내사모 전환사채 전환
디자인,227100,2020-10-20,추가상장,"159,906",500,국내사모 전환사채 전환
엔투텍,227950,2020-10-20,변경상장,0,100,상호변경
넷마블,251270,2020-10-20,추가상장,"15,171",100,스톡옵션행사
수젠텍,253840,2020-10-20,추가상장,"1,512,503",500,국내사모 전환사채 전환
엠플러스,259630,2020-10-20,추가상장,"365,344",500,국내사모 전환사채 전환
국동,005320,2020-10-19,추가상장,"15,436",500,신주인수권행사
국동,005320,2020-10-19,추가상장,"3,000",500,신주인수권행사
국동,005320,2020-10-19,추가상장,"48,501",500,신주인수권행사
경동제약,011040,2020-10-19,추가상장,"904,021",500,국내사모 전환사채 전환
신성이엔지,011930,2020-10-19,추가상장,"2,068,940",500,국내BW행사
리더스 기술투자,019570,2020-10-19,추가상장,"266,149",500,국내공모 신주인수권부사채 신주인수권 행사
두산인프라코어,042670,2020-10-19,추가상장,"1,762,752","5,000",신주인수권행사
서울리거,043710,2020-10-19,추가상장,"220,692",500,국내공모 신주인수권부사채 신주인수권 행사
SK렌터카,068400,2020-10-19,추가상장,"11,520,700",500,유상증자(제3자배정)
누리플랜,069140,2020-10-19,추가상장,"166,112",500,국내사모 전환사채 전환
제이엔케이히터,126880,2020-10-19,추가상장,"10,905",500,국내사모 전환사채 전환
스카이이앤엠,131100,2020-10-19,추가상장,"9,349,099",100,국내사모 전환사채 전환
필옵틱스,161580,2020-10-19,추가상장,"15,940",500,주식매수선택권행사
지엘팜텍,204840,2020-10-19,추가상장,"1,152,074",100,유상증자(제3자배정)
엠플러스,259630,2020-10-19,추가상장,"5,364,088",500,무상증자
피플바이오,304840,2020-10-19,신규상장,"5,504,470",500,신규
천랩,311690,2020-10-19,추가상장,"20,900",500,주식매수선택권행사
유유제약,000220,2020-10-16,추가상장,"42,735","1,000",국내CB전환
넥스트사이언스,003580,2020-10-16,추가상장,"193,498",500,국내CB전환
한국특수형강,007280,2020-10-16,추가상장,"20,888,986",500,유상증자(제3자배정)
경동제약,011040,2020-10-16,추가상장,"2,041,582",500,국내사모 전환사채 전환
화승알앤에이,013520,2020-10-16,추가상장,"4,483,665",500,합병
파워넷,037030,2020-10-16,추가상장,"1,190,843","1,000",국내사모 전환사채 전환
아이에이,038880,2020-10-16,추가상장,"9,043,924",100,국내사모 전환사채 전환
에이치엘비제약,047920,2020-10-16,추가상장,"30,000",500,주식매수선택권행사
메디콕스,054180,2020-10-16,추가상장,"476,644",500,국내사모 전환사채 전환
하나마이크론,067310,2020-10-16,추가상장,"59,760",500,주식매수선택권행사
누리플랜,069140,2020-10-16,추가상장,"420,436",500,국내사모 전환사채 전환
비보존 헬스케어,082800,2020-10-16,추가상장,"338,345",500,국내사모 전환사채 전환
루트로닉,085370,2020-10-16,추가상장,"12,142",500,우선주의 보통주전환
루트로닉,085370,2020-10-16,변경상장,"-8,500",500,우선주의 보통주전환
뉴프렉스,085670,2020-10-16,추가상장,"96,153",500,국내사모 전환사채 전환
에이티세미콘,089530,2020-10-16,추가상장,"1,400,000",500,국내사모 전환사채 전환
뉴로스,126870,2020-10-16,추가상장,"392,305",500,국내공모 신주인수권부사채 신주인수권 행사
아이큐어,175250,2020-10-16,추가상장,"61,427",500,국내사모 전환사채 전환
엠아이텍,179290,2020-10-16,추가상장,"48,330",500,주식매수선택권행사
에이디테크놀로지,200710,2020-10-16,추가상장,"309,731",500,국내사모 전환사채 전환
스튜디오산타클로스,204630,2020-10-16,추가상장,"507,614",100,유상증자(일반공모)
지티지웰니스,219750,2020-10-16,추가상장,"429,675",500,국내사모 전환사채 전환
케이피에스,256940,2020-10-16,추가상장,"126,000",500,주식매수선택권행사
케어랩스,263700,2020-10-16,추가상장,"8,800",500,주식매수선택권행사
유니슨,018000,2020-10-15,추가상장,"2,003,019",500,국내공모 신주인수권부사채 신주인수권 행사
우리기술,032820,2020-10-15,추가상장,"5,233,230",500,국내사모 전환사채 전환
바이온,032980,2020-10-15,추가상장,"793,650",500,유상증자(제3자배정)
케이피엠테크,042040,2020-10-15,추가상장,"5,927,467",100,국내공모 신주인수권부사채 신주인수권 행사
케이피엠테크,042040,2020-10-15,추가상장,"500,000",100,주식매수선택권행사
한스바이오메드,042520,2020-10-15,추가상장,"51,901",500,국내사모 전환사채 전환
다날,064260,2020-10-15,추가상장,"204,828",500,국내사모 전환사채 전환
크리스탈지노믹스,083790,2020-10-15,추가상장,"1,200,000",500,유상증자(제3자배정)
크리스탈지노믹스,083790,2020-10-15,추가상장,"98,149",500,국내사모 전환사채 전환
웨이브일렉트로,095270,2020-10-15,추가상장,"3,700,000",500,유상증자(구주주배정)
트루윈,105550,2020-10-15,추가상장,"48,969",500,국내공모 신주인수권부사채 신주인수권 행사
모트렉스,118990,2020-10-15,추가상장,"113,121",100,국내사모 전환사채 전환
파수,150900,2020-10-15,추가상장,"146,326",500,국내사모 전환사채 전환
바디텍메드,206640,2020-10-15,추가상장,"9,009","1,000",주식매수선택권행사
금호에이치티,214330,2020-10-15,추가상장,"757,709",500,국내BW행사
금호에이치티,214330,2020-10-15,추가상장,"1,597,442",500,국내CB전환
아스타,246720,2020-10-15,추가상장,"10,000",500,주식매수선택권행사
브릿지바이오,288330,2020-10-15,추가상장,"12,774,116",500,무상증자
빅히트,352820,2020-10-15,신규상장,"33,846,192",500,유상증자(공모증자)
KINDEX 국고채10년,365780,2020-10-15,신규상장,"102,000",-,신규상장
오스템,031510,2020-10-14,추가상장,"2,000,000",500,유상증자(제3자배정)
파워넷,037030,2020-10-14,추가상장,"211,155","1,000",국내사모 전환사채 전환
기가레인,049080,2020-10-14,추가상장,"2,797,985",500,국내사모 전환사채 전환
비덴트,121800,2020-10-14,추가상장,"687,006",500,국내사모 전환사채 전환
장원테크,174880,2020-10-14,추가상장,"1,476,014",100,국내사모 전환사채 전환
썸에이지,208640,2020-10-14,추가상장,"1,277,372",100,국내사모 전환사채 전환
신테카바이오,226330,2020-10-14,추가상장,"120,000",500,유상증자(제3자배정)
이엑스티,226360,2020-10-14,추가상장,"1,287,001",100,국내사모 전환사채 전환
EDGC,245620,2020-10-14,추가상장,"3,215,898",100,타법인흡수합병
엠플러스,259630,2020-10-14,추가상장,"71,646",500,국내사모 전환사채 전환
에스씨엠생명과학,298060,2020-10-14,추가상장,"8,492",500,주식매수선택권행사
동방,004140,2020-10-13,추가상장,"650,618","1,000",국내CB전환
키위미디어그룹,012170,2020-10-13,변경상장,"-10,175,988",500,감자(주식소각)
두산인프라코어,042670,2020-10-13,추가상장,"1,018,293","5,000",신주인수권행사
대화제약,067080,2020-10-13,추가상장,"47,271",500,국내사모 전환사채 전환
예스티,122640,2020-10-13,추가상장,"116,218",500,국내사모 전환사채 전환
시스웍,269620,2020-10-13,추가상장,"35,050",100,국내사모 전환사채 전환
이오플로우,294090,2020-10-13,추가상장,"91,657",100,주식매수선택권행사
아이비김영,339950,2020-10-13,추가상장,"35,094,755",100,타법인흡수합병
아이비김영,339950,2020-10-13,변경상장,0,100,상호변경
